,Word,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Modal
51135,OSCILLATOR,0,0,0,0,0,0,0,0
51136,OSCILLATORS,0,0,0,0,0,0,0,0
51137,OSCILLATORY,0,0,0,0,0,0,0,0
51138,OSCILLOSCOPE,0,0,0,0,0,0,0,0
51139,OSCILLOSCOPES,0,0,0,0,0,0,0,0
51140,OSCULATE,0,0,0,0,0,0,0,0
51141,OSCULATED,0,0,0,0,0,0,0,0
51142,OSCULATES,0,0,0,0,0,0,0,0
51143,OSCULATING,0,0,0,0,0,0,0,0
51144,OSCULATION,0,0,0,0,0,0,0,0
51145,OSCULATIONS,0,0,0,0,0,0,0,0
51146,OSIER,0,0,0,0,0,0,0,0
51147,OSIERS,0,0,0,0,0,0,0,0
51148,OSMIUM,0,0,0,0,0,0,0,0
51149,OSMIUMS,0,0,0,0,0,0,0,0
51150,OSMOSES,0,0,0,0,0,0,0,0
51151,OSMOSIS,0,0,0,0,0,0,0,0
51152,OSMOTIC,0,0,0,0,0,0,0,0
51153,OSPREY,0,0,0,0,0,0,0,0
51154,OSPREYS,0,0,0,0,0,0,0,0
51155,OSSIFICATION,0,0,0,0,0,0,0,0
51156,OSSIFICATIONS,0,0,0,0,0,0,0,0
51157,OSSIFIED,0,0,0,0,0,0,0,0
51158,OSSIFIES,0,0,0,0,0,0,0,0
51159,OSSIFY,0,0,0,0,0,0,0,0
51160,OSSIFYING,0,0,0,0,0,0,0,0
51161,OSTENSIBLE,0,0,0,0,0,0,0,0
51162,OSTENSIBLY,0,0,0,0,0,0,0,0
51163,OSTENTATION,0,0,0,0,0,0,0,0
51164,OSTENTATIONS,0,0,0,0,0,0,0,0
51165,OSTENTATIOUS,0,0,0,0,0,0,0,0
51166,OSTENTATIOUSLY,0,0,0,0,0,0,0,0
51167,OSTEOARTHRITIDES,0,0,0,0,0,0,0,0
51168,OSTEOARTHRITIS,0,0,0,0,0,0,0,0
51169,OSTEOPATH,0,0,0,0,0,0,0,0
51170,OSTEOPATHIC,0,0,0,0,0,0,0,0
51171,OSTEOPATHIES,0,0,0,0,0,0,0,0
51172,OSTEOPATHS,0,0,0,0,0,0,0,0
51173,OSTEOPATHY,0,0,0,0,0,0,0,0
51174,OSTEOPOROSES,0,0,0,0,0,0,0,0
51175,OSTEOPOROSIS,0,0,0,0,0,0,0,0
51176,OSTRACISM,0,0,0,0,0,0,0,0
51177,OSTRACISMS,0,0,0,0,0,0,0,0
51178,OSTRACIZE,0,0,0,0,0,0,0,0
51179,OSTRACIZED,0,0,0,0,0,0,0,0
51180,OSTRACIZES,0,0,0,0,0,0,0,0
51181,OSTRACIZING,0,0,0,0,0,0,0,0
51182,OSTRICH,0,0,0,0,0,0,0,0
51183,OSTRICHES,0,0,0,0,0,0,0,0
51184,OTHER,0,0,0,0,0,0,0,0
51185,OTHERS,0,0,0,0,0,0,0,0
51186,OTHERWISE,0,0,0,0,0,0,0,0
51187,OTHERWORLDLY,0,0,0,0,0,0,0,0
51188,OTIOSE,0,0,0,0,0,0,0,0
51189,OTTER,0,0,0,0,0,0,0,0
51190,OTTERS,0,0,0,0,0,0,0,0
51191,OTTOMAN,0,0,0,0,0,0,0,0
51192,OTTOMANS,0,0,0,0,0,0,0,0
51193,OUBLIETTE,0,0,0,0,0,0,0,0
51194,OUBLIETTES,0,0,0,0,0,0,0,0
51195,OUCH,0,0,0,0,0,0,0,0
51196,OUGHT,0,0,0,0,0,0,0,1
51197,OUNCE,0,0,0,0,0,0,0,0
51198,OUNCES,0,0,0,0,0,0,0,0
51199,OUR,0,0,0,0,0,0,0,0
51200,OURS,0,0,0,0,0,0,0,0
51201,OURSELF,0,0,0,0,0,0,0,0
51202,OURSELVES,0,0,0,0,0,0,0,0
51203,OUST,0,0,0,0,0,0,0,0
51204,OUSTED,0,0,0,0,0,0,0,0
51205,OUSTER,0,0,0,0,0,0,0,0
51206,OUSTERS,0,0,0,0,0,0,0,0
51207,OUSTING,0,0,0,0,0,0,0,0
51208,OUSTS,0,0,0,0,0,0,0,0
51209,OUT,0,0,0,0,0,0,0,0
51210,OUTAGE,1,0,0,0,0,0,0,0
51211,OUTAGES,1,0,0,0,0,0,0,0
51212,OUTARGUE,0,0,0,0,0,0,0,0
51213,OUTARGUED,0,0,0,0,0,0,0,0
51214,OUTARGUES,0,0,0,0,0,0,0,0
51215,OUTARGUING,0,0,0,0,0,0,0,0
51216,OUTBACK,0,0,0,0,0,0,0,0
51217,OUTBACKS,0,0,0,0,0,0,0,0
51218,OUTBALANCE,0,0,0,0,0,0,0,0
51219,OUTBALANCED,0,0,0,0,0,0,0,0
51220,OUTBALANCES,0,0,0,0,0,0,0,0
51221,OUTBALANCING,0,0,0,0,0,0,0,0
51222,OUTBID,0,0,0,0,0,0,0,0
51223,OUTBIDDING,0,0,0,0,0,0,0,0
51224,OUTBIDS,0,0,0,0,0,0,0,0
51225,OUTBOARD,0,0,0,0,0,0,0,0
51226,OUTBOARDS,0,0,0,0,0,0,0,0
51227,OUTBOAST,0,0,0,0,0,0,0,0
51228,OUTBOASTED,0,0,0,0,0,0,0,0
51229,OUTBOASTING,0,0,0,0,0,0,0,0
51230,OUTBOASTS,0,0,0,0,0,0,0,0
51231,OUTBOUND,0,0,0,0,0,0,0,0
51232,OUTBOX,0,0,0,0,0,0,0,0
51233,OUTBOXED,0,0,0,0,0,0,0,0
51234,OUTBOXES,0,0,0,0,0,0,0,0
51235,OUTBOXING,0,0,0,0,0,0,0,0
51236,OUTBREAK,0,0,0,0,0,0,0,0
51237,OUTBREAKS,0,0,0,0,0,0,0,0
51238,OUTBUILDING,0,0,0,0,0,0,0,0
51239,OUTBUILDINGS,0,0,0,0,0,0,0,0
51240,OUTBURST,0,0,0,0,0,0,0,0
51241,OUTBURSTS,0,0,0,0,0,0,0,0
51242,OUTCAST,0,0,0,0,0,0,0,0
51243,OUTCASTS,0,0,0,0,0,0,0,0
51244,OUTCLASS,0,0,0,0,0,0,0,0
51245,OUTCLASSED,0,0,0,0,0,0,0,0
51246,OUTCLASSES,0,0,0,0,0,0,0,0
51247,OUTCLASSING,0,0,0,0,0,0,0,0
51248,OUTCOME,0,0,0,0,0,0,0,0
51249,OUTCOMES,0,0,0,0,0,0,0,0
51250,OUTCRIES,0,0,0,0,0,0,0,0
51251,OUTCROP,0,0,0,0,0,0,0,0
51252,OUTCROPPED,0,0,0,0,0,0,0,0
51253,OUTCROPPING,0,0,0,0,0,0,0,0
51254,OUTCROPPINGS,0,0,0,0,0,0,0,0
51255,OUTCROPS,0,0,0,0,0,0,0,0
51256,OUTCRY,0,0,0,0,0,0,0,0
51257,OUTDATED,1,0,0,0,0,0,0,0
51258,OUTDID,0,0,0,0,0,0,0,0
51259,OUTDISTANCE,0,0,0,0,0,0,0,0
51260,OUTDISTANCED,0,0,0,0,0,0,0,0
51261,OUTDISTANCES,0,0,0,0,0,0,0,0
51262,OUTDISTANCING,0,0,0,0,0,0,0,0
51263,OUTDO,0,0,0,0,0,0,0,0
51264,OUTDOES,0,0,0,0,0,0,0,0
51265,OUTDOING,0,0,0,0,0,0,0,0
51266,OUTDONE,0,0,0,0,0,0,0,0
51267,OUTDOOR,0,0,0,0,0,0,0,0
51268,OUTDOORS,0,0,0,0,0,0,0,0
51269,OUTDOORSY,0,0,0,0,0,0,0,0
51270,OUTDRAW,0,0,0,0,0,0,0,0
51271,OUTDRAWING,0,0,0,0,0,0,0,0
51272,OUTDRAWN,0,0,0,0,0,0,0,0
51273,OUTDRAWS,0,0,0,0,0,0,0,0
51274,OUTDREW,0,0,0,0,0,0,0,0
51275,OUTED,0,0,0,0,0,0,0,0
51276,OUTER,0,0,0,0,0,0,0,0
51277,OUTERMOST,0,0,0,0,0,0,0,0
51278,OUTERWEAR,0,0,0,0,0,0,0,0
51279,OUTERWEARS,0,0,0,0,0,0,0,0
51280,OUTFACE,0,0,0,0,0,0,0,0
51281,OUTFACED,0,0,0,0,0,0,0,0
51282,OUTFACES,0,0,0,0,0,0,0,0
51283,OUTFACING,0,0,0,0,0,0,0,0
51284,OUTFALLS,0,0,0,0,0,0,0,0
51285,OUTFIELD,0,0,0,0,0,0,0,0
51286,OUTFIELDER,0,0,0,0,0,0,0,0
51287,OUTFIELDERS,0,0,0,0,0,0,0,0
51288,OUTFIELDS,0,0,0,0,0,0,0,0
51289,OUTFIGHT,0,0,0,0,0,0,0,0
51290,OUTFIGHTING,0,0,0,0,0,0,0,0
51291,OUTFIGHTS,0,0,0,0,0,0,0,0
51292,OUTFIT,0,0,0,0,0,0,0,0
51293,OUTFITS,0,0,0,0,0,0,0,0
51294,OUTFITTED,0,0,0,0,0,0,0,0
51295,OUTFITTER,0,0,0,0,0,0,0,0
51296,OUTFITTERS,0,0,0,0,0,0,0,0
51297,OUTFITTING,0,0,0,0,0,0,0,0
51298,OUTFLANK,0,0,0,0,0,0,0,0
51299,OUTFLANKED,0,0,0,0,0,0,0,0
51300,OUTFLANKING,0,0,0,0,0,0,0,0
51301,OUTFLANKS,0,0,0,0,0,0,0,0
51302,OUTFLOW,0,0,0,0,0,0,0,0
51303,OUTFLOWS,0,0,0,0,0,0,0,0
51304,OUTFOUGHT,0,0,0,0,0,0,0,0
51305,OUTFOX,0,0,0,0,0,0,0,0
51306,OUTFOXED,0,0,0,0,0,0,0,0
51307,OUTFOXES,0,0,0,0,0,0,0,0
51308,OUTFOXING,0,0,0,0,0,0,0,0
51309,OUTGO,0,0,0,0,0,0,0,0
51310,OUTGOES,0,0,0,0,0,0,0,0
51311,OUTGOING,0,0,0,0,0,0,0,0
51312,OUTGOINGS,0,0,0,0,0,0,0,0
51313,OUTGREW,0,0,0,0,0,0,0,0
51314,OUTGROW,0,0,0,0,0,0,0,0
51315,OUTGROWING,0,0,0,0,0,0,0,0
51316,OUTGROWN,0,0,0,0,0,0,0,0
51317,OUTGROWS,0,0,0,0,0,0,0,0
51318,OUTGROWTH,0,0,0,0,0,0,0,0
51319,OUTGROWTHS,0,0,0,0,0,0,0,0
51320,OUTGUESS,0,0,0,0,0,0,0,0
51321,OUTGUESSED,0,0,0,0,0,0,0,0
51322,OUTGUESSES,0,0,0,0,0,0,0,0
51323,OUTGUESSING,0,0,0,0,0,0,0,0
51324,OUTGUN,0,0,0,0,0,0,0,0
51325,OUTGUNNED,0,0,0,0,0,0,0,0
51326,OUTGUNNING,0,0,0,0,0,0,0,0
51327,OUTGUNS,0,0,0,0,0,0,0,0
51328,OUTHIT,0,0,0,0,0,0,0,0
51329,OUTHITS,0,0,0,0,0,0,0,0
51330,OUTHITTING,0,0,0,0,0,0,0,0
51331,OUTHOUSE,0,0,0,0,0,0,0,0
51332,OUTHOUSES,0,0,0,0,0,0,0,0
51333,OUTING,0,0,0,0,0,0,0,0
51334,OUTINGS,0,0,0,0,0,0,0,0
51335,OUTLAID,0,0,0,0,0,0,0,0
51336,OUTLANDISH,0,0,0,0,0,0,0,0
51337,OUTLANDISHLY,0,0,0,0,0,0,0,0
51338,OUTLANDISHNESS,0,0,0,0,0,0,0,0
51339,OUTLANDISHNESSES,0,0,0,0,0,0,0,0
51340,OUTLAST,0,0,0,0,0,0,0,0
51341,OUTLASTED,0,0,0,0,0,0,0,0
51342,OUTLASTING,0,0,0,0,0,0,0,0
51343,OUTLASTS,0,0,0,0,0,0,0,0
51344,OUTLAW,0,0,0,0,0,0,0,0
51345,OUTLAWED,0,0,0,0,0,0,0,0
51346,OUTLAWING,0,0,0,0,0,0,0,0
51347,OUTLAWS,0,0,0,0,0,0,0,0
51348,OUTLAY,0,0,0,0,0,0,0,0
51349,OUTLAYING,0,0,0,0,0,0,0,0
51350,OUTLAYS,0,0,0,0,0,0,0,0
51351,OUTLET,0,0,0,0,0,0,0,0
51352,OUTLETS,0,0,0,0,0,0,0,0
51353,OUTLICENSE,0,0,0,0,0,0,0,0
51354,OUTLICENSING,0,0,0,0,0,0,0,0
51355,OUTLIER,0,0,0,0,0,0,0,0
51356,OUTLIERS,0,0,0,0,0,0,0,0
51357,OUTLINE,0,0,0,0,0,0,0,0
51358,OUTLINED,0,0,0,0,0,0,0,0
51359,OUTLINES,0,0,0,0,0,0,0,0
51360,OUTLINING,0,0,0,0,0,0,0,0
51361,OUTLIVE,0,0,0,0,0,0,0,0
51362,OUTLIVED,0,0,0,0,0,0,0,0
51363,OUTLIVES,0,0,0,0,0,0,0,0
51364,OUTLIVING,0,0,0,0,0,0,0,0
51365,OUTLOOK,0,0,0,0,0,0,0,0
51366,OUTLOOKS,0,0,0,0,0,0,0,0
51367,OUTLOT,0,0,0,0,0,0,0,0
51368,OUTLYING,0,0,0,0,0,0,0,0
51369,OUTMANEUVER,0,0,0,0,0,0,0,0
51370,OUTMANEUVERED,0,0,0,0,0,0,0,0
51371,OUTMANEUVERING,0,0,0,0,0,0,0,0
51372,OUTMANEUVERS,0,0,0,0,0,0,0,0
51373,OUTMANOEUVRE,0,0,0,0,0,0,0,0
51374,OUTMANOEUVRED,0,0,0,0,0,0,0,0
51375,OUTMANOEUVRES,0,0,0,0,0,0,0,0
51376,OUTMANOEUVRING,0,0,0,0,0,0,0,0
51377,OUTMATCH,0,0,0,0,0,0,0,0
51378,OUTMATCHED,0,0,0,0,0,0,0,0
51379,OUTMATCHES,0,0,0,0,0,0,0,0
51380,OUTMATCHING,0,0,0,0,0,0,0,0
51381,OUTMODED,1,0,0,0,0,0,0,0
51382,OUTNUMBER,0,0,0,0,0,0,0,0
51383,OUTNUMBERED,0,0,0,0,0,0,0,0
51384,OUTNUMBERING,0,0,0,0,0,0,0,0
51385,OUTNUMBERS,0,0,0,0,0,0,0,0
51386,OUTPACE,0,0,0,0,0,0,0,0
51387,OUTPACED,0,0,0,0,0,0,0,0
51388,OUTPACES,0,0,0,0,0,0,0,0
51389,OUTPACING,0,0,0,0,0,0,0,0
51390,OUTPARCEL,0,0,0,0,0,0,0,0
51391,OUTPARCELS,0,0,0,0,0,0,0,0
51392,OUTPATIENT,0,0,0,0,0,0,0,0
51393,OUTPATIENTS,0,0,0,0,0,0,0,0
51394,OUTPERFORM,0,1,0,0,0,0,0,0
51395,OUTPERFORMANCE,0,0,0,0,0,0,0,0
51396,OUTPERFORMED,0,1,0,0,0,0,0,0
51397,OUTPERFORMING,0,1,0,0,0,0,0,0
51398,OUTPERFORMS,0,1,0,0,0,0,0,0
51399,OUTPLACE,0,0,0,0,0,0,0,0
51400,OUTPLACED,0,0,0,0,0,0,0,0
51401,OUTPLACEMENT,0,0,0,0,0,0,0,0
51402,OUTPLACEMENTS,0,0,0,0,0,0,0,0
51403,OUTPLACES,0,0,0,0,0,0,0,0
51404,OUTPLACING,0,0,0,0,0,0,0,0
51405,OUTPLAY,0,0,0,0,0,0,0,0
51406,OUTPLAYED,0,0,0,0,0,0,0,0
51407,OUTPLAYING,0,0,0,0,0,0,0,0
51408,OUTPLAYS,0,0,0,0,0,0,0,0
51409,OUTPOINT,0,0,0,0,0,0,0,0
51410,OUTPOINTED,0,0,0,0,0,0,0,0
51411,OUTPOINTING,0,0,0,0,0,0,0,0
51412,OUTPOINTS,0,0,0,0,0,0,0,0
51413,OUTPOST,0,0,0,0,0,0,0,0
51414,OUTPOSTS,0,0,0,0,0,0,0,0
51415,OUTPOURING,0,0,0,0,0,0,0,0
51416,OUTPOURINGS,0,0,0,0,0,0,0,0
51417,OUTPRODUCE,0,0,0,0,0,0,0,0
51418,OUTPRODUCED,0,0,0,0,0,0,0,0
51419,OUTPRODUCES,0,0,0,0,0,0,0,0
51420,OUTPRODUCING,0,0,0,0,0,0,0,0
51421,OUTPUT,0,0,0,0,0,0,0,0
51422,OUTPUTS,0,0,0,0,0,0,0,0
51423,OUTPUTTED,0,0,0,0,0,0,0,0
51424,OUTPUTTING,0,0,0,0,0,0,0,0
51425,OUTRACE,0,0,0,0,0,0,0,0
51426,OUTRACED,0,0,0,0,0,0,0,0
51427,OUTRACES,0,0,0,0,0,0,0,0
51428,OUTRACING,0,0,0,0,0,0,0,0
51429,OUTRAGE,0,0,0,0,0,0,0,0
51430,OUTRAGED,0,0,0,0,0,0,0,0
51431,OUTRAGEOUS,0,0,0,0,0,0,0,0
51432,OUTRAGEOUSLY,0,0,0,0,0,0,0,0
51433,OUTRAGES,0,0,0,0,0,0,0,0
51434,OUTRAGING,0,0,0,0,0,0,0,0
51435,OUTRAN,0,0,0,0,0,0,0,0
51436,OUTRANK,0,0,0,0,0,0,0,0
51437,OUTRANKED,0,0,0,0,0,0,0,0
51438,OUTRANKING,0,0,0,0,0,0,0,0
51439,OUTRANKS,0,0,0,0,0,0,0,0
51440,OUTRE,0,0,0,0,0,0,0,0
51441,OUTREACH,0,0,0,0,0,0,0,0
51442,OUTREACHED,0,0,0,0,0,0,0,0
51443,OUTREACHES,0,0,0,0,0,0,0,0
51444,OUTREACHING,0,0,0,0,0,0,0,0
51445,OUTRIDER,0,0,0,0,0,0,0,0
51446,OUTRIDERS,0,0,0,0,0,0,0,0
51447,OUTRIGGER,0,0,0,0,0,0,0,0
51448,OUTRIGGERS,0,0,0,0,0,0,0,0
51449,OUTRIGHT,0,0,0,0,0,0,0,0
51450,OUTRUN,0,0,0,0,0,0,0,0
51451,OUTRUNNING,0,0,0,0,0,0,0,0
51452,OUTRUNS,0,0,0,0,0,0,0,0
51453,OUTS,0,0,0,0,0,0,0,0
51454,OUTSCORE,0,0,0,0,0,0,0,0
51455,OUTSCORED,0,0,0,0,0,0,0,0
51456,OUTSCORES,0,0,0,0,0,0,0,0
51457,OUTSCORING,0,0,0,0,0,0,0,0
51458,OUTSELL,0,0,0,0,0,0,0,0
51459,OUTSELLING,0,0,0,0,0,0,0,0
51460,OUTSELLS,0,0,0,0,0,0,0,0
51461,OUTSET,0,0,0,0,0,0,0,0
51462,OUTSETS,0,0,0,0,0,0,0,0
51463,OUTSHINE,0,0,0,0,0,0,0,0
51464,OUTSHINED,0,0,0,0,0,0,0,0
51465,OUTSHINES,0,0,0,0,0,0,0,0
51466,OUTSHINING,0,0,0,0,0,0,0,0
51467,OUTSHONE,0,0,0,0,0,0,0,0
51468,OUTSHOUT,0,0,0,0,0,0,0,0
51469,OUTSHOUTED,0,0,0,0,0,0,0,0
51470,OUTSHOUTING,0,0,0,0,0,0,0,0
51471,OUTSHOUTS,0,0,0,0,0,0,0,0
51472,OUTSIDE,0,0,0,0,0,0,0,0
51473,OUTSIDER,0,0,0,0,0,0,0,0
51474,OUTSIDERS,0,0,0,0,0,0,0,0
51475,OUTSIDES,0,0,0,0,0,0,0,0
51476,OUTSIZE,0,0,0,0,0,0,0,0
51477,OUTSIZED,0,0,0,0,0,0,0,0
51478,OUTSIZES,0,0,0,0,0,0,0,0
51479,OUTSKIRT,0,0,0,0,0,0,0,0
51480,OUTSKIRTS,0,0,0,0,0,0,0,0
51481,OUTSMART,0,0,0,0,0,0,0,0
51482,OUTSMARTED,0,0,0,0,0,0,0,0
51483,OUTSMARTING,0,0,0,0,0,0,0,0
51484,OUTSMARTS,0,0,0,0,0,0,0,0
51485,OUTSOLD,0,0,0,0,0,0,0,0
51486,OUTSOLES,0,0,0,0,0,0,0,0
51487,OUTSOURCE,0,0,0,0,0,0,0,0
51488,OUTSOURCED,0,0,0,0,0,0,0,0
51489,OUTSOURCER,0,0,0,0,0,0,0,0
51490,OUTSOURCERS,0,0,0,0,0,0,0,0
51491,OUTSOURCES,0,0,0,0,0,0,0,0
51492,OUTSOURCING,0,0,0,0,0,0,0,0
51493,OUTSOURCINGS,0,0,0,0,0,0,0,0
51494,OUTSPEND,0,0,0,0,0,0,0,0
51495,OUTSPENDING,0,0,0,0,0,0,0,0
51496,OUTSPENDS,0,0,0,0,0,0,0,0
51497,OUTSPENT,0,0,0,0,0,0,0,0
51498,OUTSPOKEN,0,0,0,0,0,0,0,0
51499,OUTSPOKENLY,0,0,0,0,0,0,0,0
51500,OUTSPOKENNESS,0,0,0,0,0,0,0,0
51501,OUTSPOKENNESSES,0,0,0,0,0,0,0,0
51502,OUTSPREAD,0,0,0,0,0,0,0,0
51503,OUTSPREADING,0,0,0,0,0,0,0,0
51504,OUTSPREADS,0,0,0,0,0,0,0,0
51505,OUTSTANDING,0,0,0,0,0,0,0,0
51506,OUTSTANDINGLY,0,0,0,0,0,0,0,0
51507,OUTSTANDINGS,0,0,0,0,0,0,0,0
51508,OUTSTATION,0,0,0,0,0,0,0,0
51509,OUTSTATIONS,0,0,0,0,0,0,0,0
51510,OUTSTAY,0,0,0,0,0,0,0,0
51511,OUTSTAYED,0,0,0,0,0,0,0,0
51512,OUTSTAYING,0,0,0,0,0,0,0,0
51513,OUTSTAYS,0,0,0,0,0,0,0,0
51514,OUTSTRETCH,0,0,0,0,0,0,0,0
51515,OUTSTRETCHED,0,0,0,0,0,0,0,0
51516,OUTSTRETCHES,0,0,0,0,0,0,0,0
51517,OUTSTRETCHING,0,0,0,0,0,0,0,0
51518,OUTSTRIP,0,0,0,0,0,0,0,0
51519,OUTSTRIPPED,0,0,0,0,0,0,0,0
51520,OUTSTRIPPING,0,0,0,0,0,0,0,0
51521,OUTSTRIPS,0,0,0,0,0,0,0,0
51522,OUTSTRIPT,0,0,0,0,0,0,0,0
51523,OUTTAKE,0,0,0,0,0,0,0,0
51524,OUTTAKES,0,0,0,0,0,0,0,0
51525,OUTVOTE,0,0,0,0,0,0,0,0
51526,OUTVOTED,0,0,0,0,0,0,0,0
51527,OUTVOTES,0,0,0,0,0,0,0,0
51528,OUTVOTING,0,0,0,0,0,0,0,0
51529,OUTWARD,0,0,0,0,0,0,0,0
51530,OUTWARDLY,0,0,0,0,0,0,0,0
51531,OUTWARDS,0,0,0,0,0,0,0,0
51532,OUTWEAR,0,0,0,0,0,0,0,0
51533,OUTWEARING,0,0,0,0,0,0,0,0
51534,OUTWEARS,0,0,0,0,0,0,0,0
51535,OUTWEIGH,0,0,0,0,0,0,0,0
51536,OUTWEIGHED,0,0,0,0,0,0,0,0
51537,OUTWEIGHING,0,0,0,0,0,0,0,0
51538,OUTWEIGHS,0,0,0,0,0,0,0,0
51539,OUTWIT,0,0,0,0,0,0,0,0
51540,OUTWITS,0,0,0,0,0,0,0,0
51541,OUTWITTED,0,0,0,0,0,0,0,0
51542,OUTWITTING,0,0,0,0,0,0,0,0
51543,OUTWORE,0,0,0,0,0,0,0,0
51544,OUTWORK,0,0,0,0,0,0,0,0
51545,OUTWORKED,0,0,0,0,0,0,0,0
51546,OUTWORKING,0,0,0,0,0,0,0,0
51547,OUTWORKS,0,0,0,0,0,0,0,0
51548,OUTWORN,0,0,0,0,0,0,0,0
51549,OUZO,0,0,0,0,0,0,0,0
51550,OUZOS,0,0,0,0,0,0,0,0
51551,OVA,0,0,0,0,0,0,0,0
51552,OVAL,0,0,0,0,0,0,0,0
51553,OVALS,0,0,0,0,0,0,0,0
51554,OVARIAN,0,0,0,0,0,0,0,0
51555,OVARIES,0,0,0,0,0,0,0,0
51556,OVARY,0,0,0,0,0,0,0,0
51557,OVATE,0,0,0,0,0,0,0,0
51558,OVATION,0,0,0,0,0,0,0,0
51559,OVATIONS,0,0,0,0,0,0,0,0
51560,OVEN,0,0,0,0,0,0,0,0
51561,OVENBIRD,0,0,0,0,0,0,0,0
51562,OVENBIRDS,0,0,0,0,0,0,0,0
51563,OVENS,0,0,0,0,0,0,0,0
51564,OVER,0,0,0,0,0,0,0,0
51565,OVERABUNDANCE,0,0,0,0,0,0,0,0
51566,OVERABUNDANCES,0,0,0,0,0,0,0,0
51567,OVERABUNDANT,0,0,0,0,0,0,0,0
51568,OVERACCRUAL,0,0,0,0,0,0,0,0
51569,OVERACHIEVE,0,0,0,0,0,0,0,0
51570,OVERACHIEVED,0,0,0,0,0,0,0,0
51571,OVERACHIEVEMENT,0,0,0,0,0,0,0,0
51572,OVERACHIEVER,0,0,0,0,0,0,0,0
51573,OVERACHIEVERS,0,0,0,0,0,0,0,0
51574,OVERACHIEVES,0,0,0,0,0,0,0,0
51575,OVERACHIEVING,0,0,0,0,0,0,0,0
51576,OVERACT,0,0,0,0,0,0,0,0
51577,OVERACTED,0,0,0,0,0,0,0,0
51578,OVERACTING,0,0,0,0,0,0,0,0
51579,OVERACTIVE,0,0,0,0,0,0,0,0
51580,OVERACTS,0,0,0,0,0,0,0,0
51581,OVERADVANCE,0,0,0,0,0,0,0,0
51582,OVERADVANCES,0,0,0,0,0,0,0,0
51583,OVERAGE,1,0,0,0,0,0,0,0
51584,OVERAGES,1,0,0,0,0,0,0,0
51585,OVERAGGRESSIVE,0,0,0,0,0,0,0,0
51586,OVERALL,0,0,0,0,0,0,0,0
51587,OVERALLOTMENT,0,0,0,0,0,0,0,0
51588,OVERALLOTMENTS,0,0,0,0,0,0,0,0
51589,OVERALLS,0,0,0,0,0,0,0,0
51590,OVERAMBITIOUS,0,0,0,0,0,0,0,0
51591,OVERANXIOUS,0,0,0,0,0,0,0,0
51592,OVERARCHING,0,0,0,0,0,0,0,0
51593,OVERARM,0,0,0,0,0,0,0,0
51594,OVERARMED,0,0,0,0,0,0,0,0
51595,OVERARMING,0,0,0,0,0,0,0,0
51596,OVERARMS,0,0,0,0,0,0,0,0
51597,OVERATE,0,0,0,0,0,0,0,0
51598,OVERATTENTIVE,0,0,0,0,0,0,0,0
51599,OVERAWE,0,0,0,0,0,0,0,0
51600,OVERAWED,0,0,0,0,0,0,0,0
51601,OVERAWES,0,0,0,0,0,0,0,0
51602,OVERAWING,0,0,0,0,0,0,0,0
51603,OVERBALANCE,0,0,0,0,0,0,0,0
51604,OVERBALANCED,0,0,0,0,0,0,0,0
51605,OVERBALANCES,0,0,0,0,0,0,0,0
51606,OVERBALANCING,0,0,0,0,0,0,0,0
51607,OVERBEAR,0,0,0,0,0,0,0,0
51608,OVERBEARING,0,0,0,0,0,0,0,0
51609,OVERBEARINGLY,0,0,0,0,0,0,0,0
51610,OVERBEARS,0,0,0,0,0,0,0,0
51611,OVERBID,0,0,0,0,0,0,0,0
51612,OVERBIDDING,0,0,0,0,0,0,0,0
51613,OVERBIDS,0,0,0,0,0,0,0,0
51614,OVERBILLED,0,0,0,0,0,0,0,0
51615,OVERBILLING,0,0,0,0,0,0,0,0
51616,OVERBILLINGS,0,0,0,0,0,0,0,0
51617,OVERBITE,0,0,0,0,0,0,0,0
51618,OVERBITES,0,0,0,0,0,0,0,0
51619,OVERBLOWN,0,0,0,0,0,0,0,0
51620,OVERBOARD,0,0,0,0,0,0,0,0
51621,OVERBOLD,0,0,0,0,0,0,0,0
51622,OVERBOOK,0,0,0,0,0,0,0,0
51623,OVERBOOKED,0,0,0,0,0,0,0,0
51624,OVERBOOKING,0,0,0,0,0,0,0,0
51625,OVERBOOKS,0,0,0,0,0,0,0,0
51626,OVERBORE,0,0,0,0,0,0,0,0
51627,OVERBORNE,0,0,0,0,0,0,0,0
51628,OVERBOUGHT,0,0,0,0,0,0,0,0
51629,OVERBROAD,0,0,0,0,0,0,0,0
51630,OVERBUILD,1,0,0,0,0,0,0,0
51631,OVERBUILDING,1,0,0,0,0,0,0,0
51632,OVERBUILDS,1,0,0,0,0,0,0,0
51633,OVERBUILT,1,0,0,0,0,0,0,0
51634,OVERBURDEN,1,0,0,0,0,0,0,0
51635,OVERBURDENED,1,0,0,0,0,0,0,0
51636,OVERBURDENING,1,0,0,0,0,0,0,0
51637,OVERBURDENS,0,0,0,0,0,0,0,0
51638,OVERBUY,0,0,0,0,0,0,0,0
51639,OVERBUYING,0,0,0,0,0,0,0,0
51640,OVERBUYS,0,0,0,0,0,0,0,0
51641,OVERCAME,0,0,0,0,0,0,0,0
51642,OVERCAPACITIES,1,0,0,0,0,0,0,0
51643,OVERCAPACITY,1,0,0,0,0,0,0,0
